"numero_dpe","date_derniere_modification_dpe","date_visite_diagnostiqueur","date_etablissement_dpe","date_reception_dpe","date_fin_validite_dpe","numero_dpe_remplace","numero_dpe_immeuble_associe","id_rnb","numero_rpls_logement","numero_immatriculation_copropriete","modele_dpe","version_dpe","methode_application_dpe","etiquette_dpe","etiquette_ges","type_batiment","annee_construction","periode_construction","type_installation_chauffage","type_installation_ecs","hauteur_sous_plafond","nombre_appartement","nombre_niveau_immeuble","nombre_niveau_logement","typologie_logement","appartement_non_visite","surface_habitable_immeuble","surface_habitable_logement","surface_tertiaire_immeuble","classe_inertie_batiment","classe_altitude","zone_climatique","adresse_ban","numero_voie_ban","nom_rue_ban","nom_commune_ban","code_postal_ban","code_insee_ban","code_departement_ban","code_region_ban","identifiant_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","score_ban","statut_geocodage","adresse_brut","nom_commune_brut","code_postal_brut","numero_etage_appartement","position_logement_dans_immeuble","nom_residence","complement_adresse_batiment","complement_adresse_logement","indicateur_confort_ete","protection_solaire_exterieure","logement_traversant","presence_brasseur_air","inertie_lourde","isolation_toiture","deperditions_enveloppe","deperditions_ponts_thermiques","deperditions_murs","deperditions_planchers_hauts","deperditions_planchers_bas","deperditions_portes","deperditions_baies_vitrees","deperditions_renouvellement_air","qualite_isolation_enveloppe","qualite_isolation_murs","qualite_isolation_plancher_haut_comble_amenage","qualite_isolation_plancher_haut_comble_perdu","qualite_isolation_plancher_haut_toit_terrasse","qualite_isolation_plancher bas","qualite_isolation_menuiseries","ubat_w_par_m2_k","besoin_chauffage","besoin_ecs","besoin_refroidissement","apport_interne_saison_chauffe","apport_interne_saison_froide","apport_solaire_saison_chauffe","apport_solaire_saison_froide","conso_5_usages_ep","conso_5_usages_par_m2_ep","conso_chauffage_ep","conso_ecs_ep","conso_refroidissement_ep","conso_eclairage_ep","conso_auxiliaires_ep","conso_5 usages_ef","conso_5 usages_par_m2_ef","conso_chauffage_ef","conso_ecs_ef","conso_refroidissement_ef","conso_eclairage_ef","conso_auxiliaires_ef","emission_ges_5_usages","emission_ges_5_usages par_m2","emission_ges_chauffage","emission_ges_ecs","emission_ges_refroidissement","emission_ges_eclairage","emission_ges_auxiliaires","type_energie_n1","conso_5 usages_ef_energie_n1","conso_chauffage_ef_energie_n1","conso_ecs_ef_energie_n1","cout_total_5_usages_energie_n1","cout_chauffage_energie_n1","cout_ecs_energie_n1","emission_ges_5_usages_energie_n1","emission_ges_chauffage_energie_n1","emission_ges_ecs_energie_n1","type_energie_n2","conso_5 usages_ef_energie_n2","conso_chauffage_ef_energie_n2","conso_ecs_ef_energie_n2","cout_total_5_usages_energie_n2","cout_chauffage_energie_n2","cout_ecs_energie_n2","emission_ges_5_usages_energie_n2","emission_ges_chauffage_energie_n2","emission_ges_ecs_energie_n2","type_energie_n3","conso_5_usages_ef_energie_n3","conso_chauffage_ef_energie_n3","conso_ecs_ef_energie_n3","cout_total_5_usages energie_n3","cout_chauffage_energie_n3","cout_ecs_energie_n3","emission_ges_5_usages_energie_n3","emission_ges_chauffage_energie_n3","emission_ges_ecs_energie_n3","cout_total_5_usages","cout_chauffage","cout_ecs","cout_refroidissement","cout_eclairage","cout_auxiliaires","type_energie_principale_chauffage","type_generateur_chauffage_principal","type_installation_chauffage_n1","type_emetteur_installation_chauffage_n1","configuration_installation_chauffage_n1","description_installation_chauffage_n1","conso_chauffage_installation_chauffage_n1","surface_chauffee_installation_chauffage_n1","facteur_couverture_solaire_installation_chauffage_n1","facteur_couverture_solaire_saisi_installation_chauffage_n1","type_generateur_n1_installation_n1","type_energie_generateur_n1_installation_n1","usage_generateur_n1_installation_n1","description_generateur_chauffage_n1_installation_n1","conso_chauffage_generateur_n1_installation_n1","type_generateur_n2_installation_n1","type_energie_generateur_n2_installation_n1","usage_generateur_n2_installation_n1","description_generateur_chauffage_n2_installation_n1","conso_chauffage_generateur_n2_installation_n1","type_installation_chauffage_n2","type_emetteur_installation_chauffage_n2","configuration_installation_chauffage_n2","description_installation_chauffage_n2","conso_chauffage_installation_chauffage_n2","surface_chauffee_installation_chauffage_n2","facteur_couverture_solaire_installation_chauffage_n2","facteur_couverture_solaire_saisi_installation_chauffage_n2","type_generateur_n1_installation_n2","type_energie_generateur_n1_installation_n2","usage_generateur_n1_installation_n2","description_generateur_chauffage_n1_installation_n2","conso_chauffage_generateur_n1_installation_n2","type_generateur_n2_installation_n2","type_energie_generateur_n2_installation_n2","usage_generateur_n2_installation_n2","description_generateur_chauffage_n2_installation_n2","conso_chauffage_generateur_n2_installation_n2","type_energie_principale_ecs","type_generateur_chauffage_principal_ecs","besoin_ecs_batiment","besoin_ecs_logement","type_installation_ecs_n1","configuration_installation_ecs_n1","description_installation_ecs_n1","conso_ef_installation_ecs_n1"," nombre_logements_desservis_par_installation_ecs_n1","surface_habitable_desservie_par_installation_ecs_n1","type_installation_solaire_n1","production_ecs_solaire_installation_n1","facteur_couverture_solaire_n1","facteur_couverture_solaire_saisi_n1","type_generateur_n1_ecs_n1","type_energie_generateur_n1_ecs_n1","usage_generateur_n1_ecs_n1","description_generateur_n1_ecs_n1","volume_stockage_generateur_n1_ecs_n1","cop_generateur_n1_ecs_n1","conso_ef_generateur_n1_ecs_n1","date_installation_generateur_n1_ecs_n1","type_generateur_n2_ecs_n1","type_energie_generateur_n2_ecs_n1","usage_generateur_n2_ecs_n1","description_generateur_n2_ecs_n1","volume_stockage_generateur_n2_ecs_n1","cop_generateur_n2_ecs_n1","conso_ef_generateur_n2_ecs_n1","date_installation_generateur_n2_ecs_n1","type_ventilation","surface_ventilee","ventilation_posterieure_2012","type_generateur_froid","type_energie_climatisation","periode_installation_generateur_froid","description_generateur_froid","surface_climatisee","conso_refroidissement_annuel","categorie_enr","systeme_production_electricite_origine_renouvelable","presence_production_pv","surface_totale_capteurs_pv","nombre_module","production_electricite_pv_kwhep_par_an","electricite_pv_autoconsommee"
"2213E0333062Q","2024-02-06","2022-02-16","2022-02-17","2022-02-18","2032-02-16","","","","","","DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","A","A","maison",2006,"2006-2012","","",2.5,"","",2,"","","",99.3,"","Légère","inférieur à 400m","H3","Val de Cuech 13300 Salon-de-Provence","","Val de Cuech","Salon-de-Provence",13300,"13103","13",93,"13103_0490",870328.91,6285002.73,0.62,"adresse non géocodée ban car aucune correspondance trouvée","160 ROUTE DU VAL DU CUECH","SALON DE PROVENCE","13300",0,"","","","","","","","","","",195.1,39.9,35.2,11.8,4,10.8,30.9,62.6,"bonne","bonne","","moyenne","","bonne","bonne",0.63,4240.5,1086.4,0,2081418.8,0,2083678.7,0,6072,61,3347,990.4,0,433.4,1301.2,2640,26,1455.2,430.6,0,188.4,565.7,192.2,1,115,28,0,13,36.2,"Électricité",2640,1455.2,430.6,522.6,288.1,85.2,192.2,115,28,"","","","","","","","","","","","","","","","","","","","",522.6,288.1,85.2,0,37.3,112,"Électricité","PAC air/eau installée entre 2008 et 2014","installation individuelle","Plancher chauffant sur réseau individuel eau chaude basse ou moyenne température(inf 65°C)","Installation de chauffage simple","PAC air/eau installée entre 2008 et 2014 avec programmateur avec réduit (système individuel). Emetteur(s): plancher chauffant",1455.2,99.3,"","","PAC air/eau installée entre 2008 et 2014","Électricité","chauffage","Electrique - PAC air/eau installée entre 2008 et 2014",1455.2,"","","","","","","","","","","","","","","","","","","","","","","","Électricité","CET sur air extrait après 2014","","","installation individuelle","Un seul système d'ECS sans solaire","Chauffe-eau thermodynamique sur air extrait installé à partir de 2015, contenance ballon 270 L",430.6,1,99.3,"Non affecté","","","","CET sur air extrait après 2014","Électricité","ecs","Electrique - Chauffe-eau thermodynamique sur air extrait installé à partir de 2015",270,2.9,430.6,"A partir de 2015","","","","","","","","","","","0","","","","","","","Il existe plusieurs descriptifs ENR","","","","",0,""
"2217E0370636Y","2024-12-12","2022-02-23","2022-02-23","2022-02-24","2032-02-22","","","3TC8HFDDJ89W","","","DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","A","A","maison",2014,"2013-2021","","",2.5,"","",1,"","","",118.8,"","Moyenne","inférieur à 400m","H2b","3 Allée des Tilleuls 17220 Salles-sur-Mer","3","Allée des Tilleuls","Salles-sur-Mer",17220,"17420","17",75,"17420_0950_00003",386582.98,6563225.41,0.45,"adresse géocodée ban à l'adresse","3 ALLEE DES TILLEULS","SALLES SUR MER","17220",0,"","","","","","","","","","",188.5,36.1,23.7,12,20.2,5.3,43.6,47.7,"très bonne","très bonne","","très bonne","","bonne","moyenne",0.39,5526,1337.9,0,3192781.2,0,3066874.7,0,8001.9,67,5280.6,1503.9,0,527.1,690.2,3479.1,29,2295.9,653.9,0,229.2,300.1,258.9,2,181.4,42.5,0,15.8,19.2,"Électricité",3479.1,2295.9,653.9,650,428.9,122.2,258.9,181.4,42.5,"","","","","","","","","","","","","","","","","","","","",650,428.9,122.2,0,42.8,56.1,"Électricité","PAC air/eau installée entre 2008 et 2014","installation individuelle","Plancher chauffant sur réseau individuel eau chaude basse ou moyenne température(inf 65°C)","Installation de chauffage simple","PAC air/eau installée entre 2008 et 2014 avec programmateur avec réduit (système individuel). Emetteur(s): plancher chauffant",2295.9,118.8,"","","PAC air/eau installée entre 2008 et 2014","Électricité","chauffage","Electrique - PAC air/eau installée entre 2008 et 2014",2295.9,"","","","","","","","","","","","","","","","","","","","","","","","Électricité","CET sur air extérieur 2010-2014","","","installation individuelle","Un seul système d'ECS sans solaire","Chauffe-eau thermodynamique sur air extérieur installé entre 2010 et 2014, contenance ballon 270 L",653.9,1,118.8,"Non affecté","","","","CET sur air extérieur 2010-2014","Électricité","ecs","Electrique - Chauffe-eau thermodynamique sur air extérieur installé entre 2010 et 2014",270,2.2,653.9,"2010-2014","","","","","","","","","","","0","","","","","","","Il existe plusieurs descriptifs ENR","","","","",0,""
"2206E1277559E","2024-02-06","2022-06-08","2022-06-08","2022-06-10","2032-06-07","","","","","","DPE 3CL 2021 méthode logement",2.1,"dpe appartement individuel","A","A","appartement",2014,"2013-2021","individuel","individuel",2.5,"","",1,"","","",41.7,"","Moyenne","inférieur à 400m","H3","10 Avenue Léandre Sardou 06400 Cannes","10","Avenue Léandre Sardou","Cannes",6400,"06029","06",93,"06029_1970_00010",1025405.32,6281496.91,0.97,"adresse géocodée ban à l'adresse","Léandre Sardou","CANNES","6400",0,"","California Pearl Bâtiment","","","insuffisant",1,1,1,0,0,63.5,7.4,8.1,0,9.9,0.2,19.5,18.4,"bonne","très bonne","","","","bonne","moyenne",0.48,1152,878.8,312.7,1104043.2,134829.1,157760.5,114992.8,2595.7,62.3,1190.2,869.4,125.7,181.8,228.7,1128.6,27.1,517.5,378,54.7,79,99.4,80.8,1.9,40.9,24.6,3.5,5.5,6.4,"Électricité",1128.6,517.5,378,248,141,103,80.8,40.9,24.6,"","","","","","","","","","","","","","","","","","","","",308,141,103,15,22,27,"Électricité","PAC air/air installée entre 2008 et 2014","installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par réseau aéraulique","Installation de chauffage simple","Installation 1",517.5,41.7,"","","PAC air/air installée entre 2008 et 2014","Électricité","chauffage","Pompe à chaleur Air/Air",517.5,"","","","","","","","","","","","","","","","","","","","","","","","Électricité","CET sur air extérieur 2010-2014","","","installation individuelle","Un seul système d'ECS sans solaire","Chauffe eau thermodynamique à accumulation",378,1,41.7,"Non affecté","","","","CET sur air extérieur 2010-2014","Électricité","ecs","Chauffe eau thermodynamique à accumulation",198,2.5,378,"2010-2014","","","","","","","","","","","0","PAC air/air installée entre 2008 et 2014","","2008-2014","Pac air / air",41.7,54.7,"","","","","",0,""
"2234E1162431G","2024-12-12","2022-05-25","2022-05-25","2022-05-26","2032-05-24","","","YKW9BJA692G8","","","DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","A","A","maison","","2013-2021","","",2.5,"","",1,"","","",101.9,"","Moyenne","inférieur à 400m","H3","22 Rue des Amandiers 34140 Mèze","22","Rue des Amandiers","Mèze",34140,"34157","34",76,"34157_0043_00022",747070.68,6260477.78,0.63,"adresse géocodée ban à l'adresse","22 Rue des Amandiers","MÈZE, France","34140",0,"","","","","insuffisant",0,1,0,0,1,130.8,19.5,14.8,4.3,12.9,16.1,18.5,44.7,"bonne","bonne","","très bonne","","bonne","bonne",0.51,1806.1,1097.1,1273.3,2126259.5,259665.3,2364908.2,882227.6,3388,33,1335.5,935.6,369.9,444.7,302.2,1473,14,580.6,406.8,160.8,193.4,131.4,104.4,1,45.9,26.4,10.3,13.3,8.4,"Électricité",1473,580.6,406.8,356.2,140.4,98.4,104.4,45.9,26.4,"","","","","","","","","","","","","","","","","","","","",356.2,140.4,98.4,38.9,46.8,31.8,"Électricité","PAC air/air installée à partir de 2015","installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par réseau aéraulique","Installation de chauffage simple","PAC air/air installée à partir de 2015 (système individuel)",304.9,46.9,"","","PAC air/air installée à partir de 2015","Électricité","chauffage","Electrique - PAC air/air installée à partir de 2015",304.9,"","","","","","installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par fluide frigorigène","Installation de chauffage simple","PAC air/air sans réseau de distribution installée à partir de 2015 avec programmateur avec réduit (système individuel)",275.8,55,"","","PAC air/air installée à partir de 2015","Électricité","chauffage","Electrique - PAC air/air sans réseau de distribution installée à partir de 2015",275.8,"","","","","","Électricité","CET sur air ambiant (sur local non chauffé) après 2014","","","installation individuelle","Un seul système d'ECS sans solaire","Chauffe-eau thermodynamique sur air ambiant (sur local non chauffé) installé à partir de 2015, contenance ballon 200 L",406.8,1,101.9,"Non affecté","","","","CET sur air ambiant (sur local non chauffé) après 2014","Électricité","ecs","Electrique - Chauffe-eau thermodynamique sur air ambiant (sur local non chauffé) installé à partir de 2015",200,2.9,406.8,"A partir de 2015","","","","","","","","","","","0","PAC air/air installée à partir de 2015","Électricité","A partir de 2015","Refroidissement  1 - Electrique - Pompe à chaleur air/air",51,80.4,"Il existe plusieurs descriptifs ENR","","","","",0,""
"2206E0284695C","2024-02-06","2022-02-02","2022-02-12","2022-02-13","2032-02-11","","","","","","DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","A","A","maison",2013,"2013-2021","","",2.5,"","",2,"","","",110,"","Légère","inférieur à 400m","H3","Chemin de l'Avère 06580 Pégomas","","","Pégomas",6580,"06090","06",93,"06090_0065",1017055.25,6285716.8,0.58,"adresse géocodée ban à l'adresse","313 Chemin de l'Avère","PEGOMAS","6580",0,"","","","Ce bien ne fait pas partie d'une copropriété","","","","","","",228.7,73.6,34.5,0.4,11.6,6.7,45.2,56.9,"bonne","très bonne","","très bonne","","moyenne","moyenne",0.62,5013,1130.6,0,2265955.5,0,2664889.7,0,5839.5,53,3396.2,964.2,0,480.1,999,2538.9,23,1476.6,419.2,0,208.7,434.3,186.1,1,116.7,27.2,0,14.4,27.8,"Électricité",2538.9,1476.6,419.2,507.3,295,83.8,186.1,116.7,27.2,"","","","","","","","","","","","","","","","","","","","",507.3,295,83.8,0,41.7,86.8,"Électricité","PAC air/eau installée après 2017","installation individuelle","Plancher chauffant sur réseau individuel eau chaude haute température(sup ou egal 65°C)","Installation de chauffage simple","PAC air/eau installée à partir de 2017 (système individuel). Emetteur(s): plancher chauffant",1476.6,110,"","","PAC air/eau installée après 2017","Électricité","chauffage","Electrique - PAC air/eau installée à partir de 2017",1476.6,"","","","","","","","","","","","","","","","","","","","","","","","Électricité","CET sur air ambiant (sur local non chauffé) après 2014","","","installation individuelle","Un seul système d'ECS sans solaire","Chauffe-eau thermodynamique sur air ambiant (sur local non chauffé) installé à partir de 2015, contenance ballon 250 L",419.2,1,110,"Non affecté","","","","CET sur air ambiant (sur local non chauffé) après 2014","Électricité","ecs","Electrique - Chauffe-eau thermodynamique sur air ambiant (sur local non chauffé) installé à partir de 2015",250,2.9,419.2,"A partir de 2015","","","","","","","","","","","0","","","","","","","Il existe plusieurs descriptifs ENR","","","","",0,""
"2283E0260812M","2024-02-06","2022-02-07","2022-02-07","2022-02-09","2032-02-06","","","","","","DPE 3CL 2021 méthode logement",2,"dpe maison individuelle","A","A","maison",2020,"2013-2021","","",2.5,"","",2,"","","",80,"","Moyenne","inférieur à 400m","H3","Route des Nouradons 83460 Les Arcs","","","Les Arcs",83460,"83004","83",93,"83004_d5oqp8",979753.62,6270481.76,0.45,"adresse géocodée ban à l'adresse","hameau des Nouradons","LES ARCS","83460","","","chemin de l'ancienne chapelle","","","bon",0,1,0,0,1,139.5,13.6,29,6.2,9.9,1.9,39.2,39.7,"très bonne","très bonne","","très bonne","","très bonne","moyenne",0.43,1716.1,1006.7,2032.7,1749080.3,213603,3937286.6,1678958.1,3233.3,40.4,1040.8,950.5,590.5,349.3,302.2,1405.8,17.6,452.5,413.2,256.8,151.9,131.4,97.6,1.2,35.7,26.9,16.4,10.5,8.4,"Électricité",1405.8,452.5,413.2,299,112,102,97.9,35.7,26.9,"","","","","","","","","","","","","","","","","","","","",346,112,102,63,37,32,"Électricité","PAC air/air installée à partir de 2015","installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par fluide frigorigène","Installation de chauffage simple","Installation 1",452.5,80,"","","PAC air/air installée à partir de 2015","Électricité","chauffage","Pompe à chaleur Air/Air",452.5,"","","","","","","","","","","","","","","","","","","","","","","","Électricité","CET sur air extérieur après 2014","","","installation individuelle","Un seul système d'ECS sans solaire","Chauffe eau thermodynamique à accumulation",413.2,1,80,"Non affecté","","","","CET sur air extérieur après 2014","Électricité","ecs","Chauffe eau thermodynamique à accumulation",200,2.8,413.2,"A partir de 2015","","","","","","","","","","","0","PAC air/air installée à partir de 2015","","A partir de 2015","Pac air / air",80,256.8,"","","","","",0,""
"2233E0930451X","2024-06-25","2022-04-27","2022-04-28","2022-05-02","2032-04-27","","","","","","DPE 3CL 2021 méthode logement",2.1,"dpe appartement individuel","A","A","appartement",2021,"2013-2021","individuel","individuel",2.5,"","",1,"","",170,37,"","Très lourde","inférieur à 400m","H2c","Rue Despujols 33000 Bordeaux","","","Bordeaux",33000,"33063","33",75,"33063_2611",415009.28125,6421203.5,0.72,"adresse géocodée ban à l'adresse","14 BIS RUE DESPUJOLS","Bordeaux","33000",1,"","","","A1","moyen",0,0,0,1,"",51.7,15.5,4.2,0,8.1,1.3,22.5,15.9,"moyenne","très bonne","","","","","moyenne",0.67,781,891.3,0,1180689.2,0,2442109.5,0,1698.1,45.8,445.3,881.7,0,167.9,203.1,738.3,20,193.6,383.3,0,73,88.3,51.1,1.3,15.3,24.9,0,5,5.7,"Électricité",738.3,193.6,383.3,268.9,70.5,139.6,50.9,15.3,24.9,"","","","","","","","","","","","","","","","","","","","",214,56,111,0,21,26,"Électricité","PAC air/air installée à partir de 2015","installation individuelle","Soufflage d'air chaud sans réseau de distribution (ventiloconvecteur éléctrique)","Installation de chauffage simple","Installation de chauffage sans solaire",193.6,37,"","","PAC air/air installée à partir de 2015","Électricité","chauffage","Pompe à chaleur air/air",193.6,"","","","","","","","","","","","","","","","","","","","","","","","Électricité","CET sur air extérieur après 2014","","","installation individuelle","Un seul système d'ECS sans solaire","Système ECS",383.3,1,37,"Non affecté","","","","CET sur air extérieur après 2014","Électricité","ecs","Chauffe-eau thermodynamique",200,2.5,383.3,"A partir de 2015","","","","","","","","","","","0","","","","","","","","","","","",0,""
"2283E0865433D","2024-02-06","2022-04-12","2022-04-21","2022-04-25","2032-04-20","","","","","","DPE 3CL 2021 méthode logement",2.1,"dpe appartement généré à partir des données DPE immeuble","A","A","appartement",2010,"2006-2012","mixte (collectif-individuel)","collectif",2.5,42,5,1,"T2",0,2781.6,73.1,"","Lourde","inférieur à 400m","H3","267 Avenue de Verdun 83300 Draguignan","267","Avenue de Verdun","Draguignan",83300,"83050","83",93,"83050_2749_00267",980997.92,6276659.45,0.81,"adresse non géocodée ban car aucune correspondance trouvée","267 avenue de Verdun","DRAGUIGNAN","83300","","RDC","","","","","","","","","",3058.8,757.2,460.8,94.9,138,13.2,472.5,1122.1,"bonne","bonne","","","","bonne","très bonne",0.57,44313.4,44484.5,23945.3,65976400,8057240,31985940,12812630,4359.6,59.7,1191.3,2390.1,170.3,71,2.8,1895.5,25.9,518,737,74,30.9,1.2,130.5,1.8,40.9,67.5,4.7,2.1,0.1,"Électricité",1361.1,518,737,438,115.4,164.1,2.2,0,0,"","","","","","","","","","","","","","","","","","","","",420.1,115.4,164.1,14.4,138.6,5.4,"Électricité","PAC air/air installée entre 2008 et 2014","installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par réseau aéraulique","Installation de chauffage simple","ALDES - SYSTEME T.ZEN 3000",21532.6,73.1,"","","PAC air/air installée entre 2008 et 2014","Électricité","chauffage","PAC AIR/AIR",21532.6,"","","","","","","","","","","","","","","","","","","","","","","","Électricité","Ballon électrique à accumulation vertical Catégorie C ou 3 étoiles","","","installation collective","Un seul système d'ECS avec solaire","ECS Electrique",14029.5,42,36.5,"ECS solaire seule sup 5 ans","",0.4,"","Ballon électrique à accumulation vertical Catégorie C ou 3 étoiles","Électricité","ecs","",3000,"",14029.5,"Avant 2010","","","","","","","","","VMC DF individuelle avec échangeur avant 2013",73.1,"0","PAC air/air installée entre 2008 et 2014","","2008-2014","Installation froid 01",1970,2818.7,"Il existe plusieurs descriptifs ENR","Solaire Photovoltaïque",0,"","",0,""
"2266E0411469I","2024-12-30","2022-02-28","2022-02-28","2022-03-01","2032-02-28","","","HSYXN68YWJMV","","","DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","A","A","maison",2019,"2013-2021","","",2.5,"","",1,"","","",103.9,"","Moyenne","inférieur à 400m","H3","29 Rue Josephine San Vicens 66330 Cabestany","29","Rue Josephine San Vicens","Cabestany",66330,"66028","66",76,"66028_0288_00029",694796.6,6176084.11,0.6,"adresse géocodée ban à l'adresse","29 rue Josephine san Vicens","CABESTANY","66330",0,"","","","","","","","","","",232.5,44.4,59.7,8.1,17.1,16.4,40.5,46.3,"moyenne","bonne","","moyenne","","insuffisante","moyenne",0.65,5642.2,1105.6,2053.7,2161442.2,263961.9,2272095.1,1557646,7101.5,68,4654.8,1094.2,596.6,453.6,302.2,3087.6,29,2023.8,475.7,259.4,197.2,131.4,229.4,2,159.9,30.9,16.6,13.6,8.4,"Électricité",3087.6,2023.8,475.7,590.6,387.1,91,229.4,159.9,30.9,"","","","","","","","","","","","","","","","","","","","",590.6,387.1,91,49.6,37.7,25.1,"Électricité","PAC air/air installée à partir de 2015","installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par réseau aéraulique","Installation de chauffage simple","PAC air/air installée à partir de 2015 avec programmateur pièce par pièce (système individuel)",1717.1,97.9,"","","PAC air/air installée à partir de 2015","Électricité","chauffage","Electrique - PAC air/air installée à partir de 2015",1717.1,"","","","","","installation individuelle","Autres émetteurs à effet joule","Installation de chauffage simple","Autres émetteurs à effet joule (système individuel)",306.7,6.1,"","","Autres émetteurs à effet joule","Électricité","chauffage","Electrique - Autres émetteurs à effet joule",306.7,"","","","","","Électricité","CET sur air extérieur après 2014","","","installation individuelle","Un seul système d'ECS sans solaire","Chauffe-eau thermodynamique sur air extérieur installé à partir de 2015, contenance ballon 270 L",475.7,1,103.9,"Non affecté","","","","CET sur air extérieur après 2014","Électricité","ecs","Electrique - Chauffe-eau thermodynamique sur air extérieur installé à partir de 2015",270,2.8,475.7,"A partir de 2015","","","","","","","","","","","0","PAC air/air installée à partir de 2015","Électricité","A partir de 2015","Refroidissement - Electrique - Pompe à chaleur air/air",103.9,259.4,"Il existe plusieurs descriptifs ENR","","","","",0,""
"2294E0634405W","2024-12-30","2022-03-27","2022-03-27","2022-03-28","2032-03-26","","","E3QT7MWTA8PX","","","DPE 3CL 2021 méthode logement",2.1,"dpe appartement individuel","A","A","appartement",2016,"2013-2021","collectif","collectif",2.5,1,"",1,"","",8742,88.3,"","Très lourde","inférieur à 400m","H1a","7 Impasse Denis Dulac 94700 Maisons-Alfort","7","Impasse Denis Dulac","Maisons-Alfort",94700,"94046","94",11,"94046_2580_00007",659331.6,6856278.71,0.72,"adresse non géocodée ban car aucune correspondance trouvée","7 Impasse 7 IMPASSE DENIS DULAC","MAISONS ALFORT","94700","","","","","","moyen",1,1,0,1,0,91.1,0,11.3,0,0,0,43.2,36.7,"très bonne","très bonne","","","","très bonne","insuffisante",0.21,1879.9,1408.8,0,2681470.8,0,2759216,0,5960.1,67.5,2115.4,2561.5,0,383.8,899.4,2591.4,29.4,919.8,1113.7,0,166.9,0,181.9,2,0.8,1,0,0.1,0.2,"Électricité",2200.3,919.8,1113.7,373,147,178,2,0.8,1,"","","","","","","","","","","","","","","","","","","","",488,147,178,0,48,488,"Électricité","PAC géothermique installée entre 2015 et 2016","installation collective","Radiateur bitube avec robinet thermostatique sur réseau collectif eau chaude basse ou moyenne température(inf 65°C)","Installation de chauffage simple","Installation de chauffage seul classique",919.8,88.3,"","","PAC géothermique installée entre 2015 et 2016","Électricité","chauffage + ecs","Générateur 1",919.8,"","","","","","","","","","","","","","","","","","","","","","","","Électricité","PAC double service après 2014","","","installation collective","Un seul système d'ECS sans solaire","Installation ECS 1",1113.7,1,88.3,"Non affecté","","","","PAC double service après 2014","Électricité","chauffage + ecs","Générateur 1",10,2.3,1113.7,"A partir de 2015","","","","","","","","","","","0","","","","","","","géothermie","","","","",0,""
"2244E1280043E","2024-12-30","2022-05-31","2022-06-09","2022-06-10","2032-06-08","","","FET7YWYVVEXF","","","DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","A","A","maison",2012,"2013-2021","","",2.5,"","",2,"","","",177,"","Légère","inférieur à 400m","H2b","2bis Route du Manéric 44740 Batz-sur-Mer","2bis","Route du Manéric","Batz-sur-Mer",44740,"44010","44",52,"44010_1151_00002_bis",287571.71,6699828.76,0.55,"adresse géocodée ban à l'adresse","2 bis, route du Manérick","BATZ-SUR-MER","44740",0,"","","","Ce bien ne fait pas partie d'une copropriété","insuffisant",0,1,0,0,1,302.8,24.2,30.3,25,25.8,22.5,94.6,80.4,"très bonne","très bonne","très bonne","","","bonne","bonne",0.45,8771.3,1613.8,0,4518295.4,0,10194828.6,0,12379.5,69,7634.8,2129.6,0,785.3,1829.8,5382.4,30,3319.5,925.9,0,341.4,795.6,396.9,2,262.2,60.2,0,23.6,50.9,"Électricité",5382.4,3319.5,925.9,940.9,580.3,161.9,396.9,262.2,60.2,"","","","","","","","","","","","","","","","","","","","",940.9,580.3,161.9,0,59.7,139.1,"Électricité","PAC géothermique installée entre 2008 et 2014","installation individuelle","Plancher chauffant sur réseau individuel eau chaude basse ou moyenne température(inf 65°C)","Installation de chauffage simple","PAC géothermique installée entre 2008 et 2014 avec programmateur pièce par pièce, réseau isolé (système individuel). Emetteur(s): plancher chauffant",3319.5,177,"","","PAC géothermique installée entre 2008 et 2014","Électricité","chauffage + ecs","Electrique - PAC géothermique installée entre 2008 et 2014",3319.5,"","","","","","","","","","","","","","","","","","","","","","","","Électricité","PAC double service 2010-2014","","","installation individuelle","Un seul système d'ECS sans solaire","Combiné au système de chauffage, contenance ballon 300 L",925.9,1,177,"Non affecté","","","","PAC double service 2010-2014","Électricité","chauffage + ecs","Electrique - PAC géothermique installée entre 2008 et 2014",300,2.1,925.9,"2010-2014","","","","","","","","","","","0","","","","","","","géothermie","","","","",0,""
